Date,Open,High,Low,Close,Volume,Market Cap
"Jul 28, 2017",5.48,6.15,5.13,5.33,193689,41933000
"Jul 27, 2017",5.61,5.93,5.39,5.47,86468,42884000
"Jul 26, 2017",6.11,6.16,4.91,5.69,121000,46735800
"Jul 25, 2017",6.94,6.97,4.88,6.11,263620,53057200
"Jul 24, 2017",6.71,7.64,6.36,6.67,438281,51329500
"Jul 23, 2017",5.95,7.21,5.69,6.88,451767,45495200
"Jul 22, 2017",5.39,6.13,4.86,5.95,702698,41181200
"Jul 21, 2017",7.22,8.01,5.00,5.82,1020090,55185000
"Jul 20, 2017",6.80,6.95,6.80,6.95,983921,51998200
