Date,Open,High,Low,Close,Volume,Market Cap
"Jun 27, 2017",0.020129,0.020994,0.017553,0.020837,"9,335,860","174,890,000"
"Jun 26, 2017",0.022652,0.023933,0.017069,0.020129,"12,132,000","196,811,000"
"Jun 25, 2017",0.026258,0.026370,0.021353,0.022619,"9,136,210","228,139,000"
"Jun 24, 2017",0.028649,0.029226,0.025408,0.026280,"9,640,520","248,916,000"
"Jun 23, 2017",0.025981,0.030048,0.025836,0.028608,"8,348,710","225,547,000"
"Jun 22, 2017",0.027247,0.027959,0.025829,0.026037,"7,216,650","236,538,000"
"Jun 21, 2017",0.027800,0.028460,0.026641,0.026982,"10,474,800","241,093,000"
"Jun 20, 2017",0.028166,0.032274,0.026513,0.027735,"30,053,800","244,269,000"
"Jun 19, 2017",0.027832,0.028291,0.027222,0.028017,"13,410,400","241,247,000"
"Jun 18, 2017",0.028342,0.028574,0.027803,0.027826,"7,980,570","245,517,000"
"Jun 17, 2017",0.029578,0.029586,0.027912,0.028367,"11,553,000","255,982,000"
"Jun 16, 2017",0.029201,0.030595,0.027501,0.029569,"11,606,300","252,665,000"
"Jun 15, 2017",0.029258,0.030417,0.023519,0.029242,"16,126,000","253,013,000"
"Jun 14, 2017",0.036352,0.038450,0.027935,0.029161,"26,173,200","314,058,000"
"Jun 13, 2017",0.028644,0.038601,0.027672,0.036540,"68,018,400","247,416,000"
"Jun 12, 2017",0.033485,0.037156,0.026864,0.028825,"36,965,300","289,050,000"
"Jun 11, 2017",0.033163,0.039422,0.028623,0.032875,"64,532,000","286,109,000"
"Jun 10, 2017",0.049565,0.050788,0.034468,0.034468,"100,200,000","427,358,000"
"Jun 09, 2017",0.060482,0.064351,0.047174,0.049325,"106,432,000","521,180,000"
"Jun 08, 2017",0.049147,0.064609,0.047994,0.061221,"82,157,500","423,252,000"
"Jun 07, 2017",0.054952,0.057729,0.046940,0.048539,"40,031,800","472,973,000"
"Jun 06, 2017",0.050921,0.055131,0.046995,0.054514,"68,497,500","412,816,000"
"Jun 05, 2017",0.050065,0.055818,0.048199,0.051143,"78,573,000","405,880,000"
"Jun 04, 2017",0.046597,0.058960,0.040890,0.049969,"140,865,000","377,766,000"
"Jun 03, 2017",0.032102,0.065155,0.029949,0.048562,"232,193,000","260,249,000"
"Jun 02, 2017",0.021203,0.033268,0.021191,0.031814,"99,584,800","171,893,000"
"Jun 01, 2017",0.018169,0.022277,0.017590,0.021158,"29,465,900","147,293,000"
"May 31, 2017",0.016865,0.018299,0.015815,0.017811,"16,663,800","136,728,000"
"May 30, 2017",0.015901,0.019703,0.015367,0.016855,"36,893,900","128,911,000"
